,Cross-1,Cross-2,Cross-3,Cross-4,Cross-5,Cross-6,Cross-7,Cross-8,Cross-9,Cross-10,Average accuracy
0,0.5,0.5,0.4642857142857143,0.5357142857142857,0.5,0.5357142857142857,0.35714285714285715,0.5357142857142857,0.42857142857142855,0.42857142857142855,0.4786
1,0.6071428571428571,0.6071428571428571,0.6428571428571429,0.6071428571428571,0.5357142857142857,0.5357142857142857,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.7142857142857143,0.5964
2,0.6071428571428571,0.42857142857142855,0.4642857142857143,0.5357142857142857,0.4642857142857143,0.4642857142857143,0.5357142857142857,0.5714285714285714,0.5,0.5714285714285714,0.5143
3,0.42857142857142855,0.4642857142857143,0.5,0.39285714285714285,0.42857142857142855,0.39285714285714285,0.39285714285714285,0.4642857142857143,0.5357142857142857,0.5,0.45
4,0.5,0.6071428571428571,0.39285714285714285,0.5357142857142857,0.5357142857142857,0.42857142857142855,0.5357142857142857,0.5,0.4642857142857143,0.5,0.5
5,0.39285714285714285,0.42857142857142855,0.4642857142857143,0.5,0.5,0.4642857142857143,0.5,0.42857142857142855,0.4642857142857143,0.5357142857142857,0.4679
6,0.42857142857142855,0.5714285714285714,0.4642857142857143,0.5714285714285714,0.4642857142857143,0.42857142857142855,0.4642857142857143,0.5,0.4642857142857143,0.4642857142857143,0.4821
7,0.4642857142857143,0.5714285714285714,0.5,0.5357142857142857,0.39285714285714285,0.5714285714285714,0.5357142857142857,0.42857142857142855,0.5,0.4642857142857143,0.4964
8,0.5357142857142857,0.6071428571428571,0.6785714285714286,0.6785714285714286,0.5357142857142857,0.5714285714285714,0.75,0.5714285714285714,0.6071428571428571,0.6071428571428571,0.6143
9,0.4642857142857143,0.5,0.4642857142857143,0.4642857142857143,0.5,0.4642857142857143,0.5,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.4643
10,0.5357142857142857,0.42857142857142855,0.5714285714285714,0.4642857142857143,0.5357142857142857,0.5714285714285714,0.5357142857142857,0.5357142857142857,0.4642857142857143,0.5357142857142857,0.5179
11,0.39285714285714285,0.5,0.4642857142857143,0.5,0.39285714285714285,0.42857142857142855,0.5,0.4642857142857143,0.5,0.5357142857142857,0.4679
12,0.5357142857142857,0.6071428571428571,0.5714285714285714,0.5,0.5,0.5357142857142857,0.6071428571428571,0.5357142857142857,0.5714285714285714,0.5,0.5464
13,0.39285714285714285,0.5714285714285714,0.5357142857142857,0.5357142857142857,0.5714285714285714,0.4642857142857143,0.39285714285714285,0.5,0.42857142857142855,0.42857142857142855,0.4821
14,0.5714285714285714,0.5357142857142857,0.6071428571428571,0.5714285714285714,0.5357142857142857,0.5,0.5357142857142857,0.5,0.5,0.6071428571428571,0.5464
15,0.4642857142857143,0.5,0.5,0.5357142857142857,0.5357142857142857,0.39285714285714285,0.5,0.32142857142857145,0.4642857142857143,0.5,0.4714
16,0.42857142857142855,0.4642857142857143,0.39285714285714285,0.42857142857142855,0.5357142857142857,0.5,0.42857142857142855,0.42857142857142855,0.4642857142857143,0.5,0.4571
17,0.4642857142857143,0.5357142857142857,0.42857142857142855,0.5714285714285714,0.5,0.5714285714285714,0.5,0.5357142857142857,0.5,0.5714285714285714,0.5179
18,0.5,0.5,0.5357142857142857,0.4642857142857143,0.42857142857142855,0.4642857142857143,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.4642857142857143,0.4643
19,0.42857142857142855,0.5714285714285714,0.5,0.4642857142857143,0.42857142857142855,0.4642857142857143,0.5,0.5357142857142857,0.42857142857142855,0.39285714285714285,0.4714
Average accuracy,0.4821428571428571,0.525,0.5071428571428571,0.5196428571428571,0.49107142857142855,0.48749999999999993,0.5035714285714287,0.4892857142857143,0.48571428571428565,0.5125,0.500355
