,Cross-1,Cross-2,Cross-3,Cross-4,Cross-5,Cross-6,Cross-7,Cross-8,Cross-9,Cross-10,Average accuracy
0,0.5714285714285714,0.5,0.5,0.5714285714285714,0.5,0.5,0.39285714285714285,0.5,0.39285714285714285,0.39285714285714285,0.4821
1,0.7142857142857143,0.6785714285714286,0.6785714285714286,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.6071428571428571,0.5714285714285714,0.4642857142857143,0.6785714285714286,0.6107
2,0.5714285714285714,0.5357142857142857,0.5,0.4642857142857143,0.6428571428571429,0.5714285714285714,0.6071428571428571,0.5357142857142857,0.4642857142857143,0.5,0.5393
3,0.42857142857142855,0.4642857142857143,0.42857142857142855,0.32142857142857145,0.4642857142857143,0.42857142857142855,0.4642857142857143,0.5357142857142857,0.5,0.4642857142857143,0.45
4,0.42857142857142855,0.5357142857142857,0.5,0.39285714285714285,0.35714285714285715,0.42857142857142855,0.5357142857142857,0.5,0.5,0.5714285714285714,0.475
5,0.4642857142857143,0.5357142857142857,0.5,0.5714285714285714,0.4642857142857143,0.42857142857142855,0.4642857142857143,0.5,0.6785714285714286,0.4642857142857143,0.5071
6,0.42857142857142855,0.5,0.4642857142857143,0.5714285714285714,0.4642857142857143,0.5,0.5,0.4642857142857143,0.5,0.5357142857142857,0.4929
7,0.5714285714285714,0.6428571428571429,0.6428571428571429,0.5357142857142857,0.5714285714285714,0.4642857142857143,0.5357142857142857,0.5,0.5714285714285714,0.5,0.5536
8,0.6785714285714286,0.6071428571428571,0.6785714285714286,0.6428571428571429,0.5,0.6071428571428571,0.6428571428571429,0.6071428571428571,0.5714285714285714,0.7142857142857143,0.625
9,0.5714285714285714,0.42857142857142855,0.39285714285714285,0.5,0.5714285714285714,0.42857142857142855,0.5,0.42857142857142855,0.5,0.4642857142857143,0.4786
10,0.4642857142857143,0.42857142857142855,0.39285714285714285,0.6428571428571429,0.6428571428571429,0.5357142857142857,0.5357142857142857,0.5,0.5,0.5357142857142857,0.5179
11,0.39285714285714285,0.5714285714285714,0.4642857142857143,0.42857142857142855,0.5,0.39285714285714285,0.5714285714285714,0.42857142857142855,0.4642857142857143,0.5357142857142857,0.475
12,0.5357142857142857,0.5,0.5,0.5357142857142857,0.5714285714285714,0.5357142857142857,0.5357142857142857,0.6785714285714286,0.6785714285714286,0.4642857142857143,0.5536
13,0.42857142857142855,0.5357142857142857,0.5714285714285714,0.4642857142857143,0.6071428571428571,0.42857142857142855,0.39285714285714285,0.5,0.42857142857142855,0.42857142857142855,0.4786
14,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5,0.39285714285714285,0.39285714285714285,0.39285714285714285,0.5,0.5714285714285714,0.6071428571428571,0.5071
15,0.42857142857142855,0.42857142857142855,0.5357142857142857,0.42857142857142855,0.42857142857142855,0.4642857142857143,0.4642857142857143,0.42857142857142855,0.6071428571428571,0.5,0.4714
16,0.42857142857142855,0.5714285714285714,0.4642857142857143,0.4642857142857143,0.4642857142857143,0.5,0.6071428571428571,0.4642857142857143,0.5714285714285714,0.5714285714285714,0.5107
17,0.5357142857142857,0.5,0.6071428571428571,0.5,0.5714285714285714,0.6071428571428571,0.6428571428571429,0.6071428571428571,0.5714285714285714,0.5357142857142857,0.5679
18,0.35714285714285715,0.4642857142857143,0.4642857142857143,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.4642857142857143,0.42857142857142855,0.5,0.4642857142857143,0.4571
19,0.4642857142857143,0.6071428571428571,0.5357142857142857,0.42857142857142855,0.5,0.6071428571428571,0.39285714285714285,0.5357142857142857,0.42857142857142855,0.5,0.5
Average accuracy,0.5017857142857143,0.5303571428571429,0.5196428571428571,0.49821428571428567,0.5107142857142857,0.49821428571428567,0.5125,0.5107142857142857,0.5232142857142856,0.5214285714285715,0.51268
