,Cross-1,Cross-2,Cross-3,Cross-4,Cross-5,Cross-6,Cross-7,Cross-8,Cross-9,Cross-10,Average accuracy
0,0.42857142857142855,0.4642857142857143,0.4642857142857143,0.39285714285714285,0.5,0.5357142857142857,0.39285714285714285,0.5,0.4642857142857143,0.42857142857142855,0.4571
1,0.6428571428571429,0.6428571428571429,0.5714285714285714,0.5714285714285714,0.6071428571428571,0.6785714285714286,0.5357142857142857,0.5357142857142857,0.5357142857142857,0.6071428571428571,0.5929
2,0.5,0.42857142857142855,0.42857142857142855,0.4642857142857143,0.5,0.5714285714285714,0.5,0.5,0.7142857142857143,0.5,0.5107
3,0.42857142857142855,0.5,0.4642857142857143,0.5,0.4642857142857143,0.42857142857142855,0.5,0.5714285714285714,0.5357142857142857,0.5357142857142857,0.4929
4,0.5357142857142857,0.5,0.42857142857142855,0.35714285714285715,0.4642857142857143,0.42857142857142855,0.5,0.5,0.42857142857142855,0.5714285714285714,0.4714
5,0.5357142857142857,0.4642857142857143,0.6071428571428571,0.4642857142857143,0.42857142857142855,0.5357142857142857,0.4642857142857143,0.42857142857142855,0.42857142857142855,0.5,0.4857
6,0.5,0.5357142857142857,0.5357142857142857,0.5357142857142857,0.5357142857142857,0.5,0.4642857142857143,0.42857142857142855,0.5,0.6071428571428571,0.5143
7,0.6428571428571429,0.6428571428571429,0.6785714285714286,0.5714285714285714,0.5357142857142857,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.6428571428571429,0.6428571428571429,0.6071
8,0.6428571428571429,0.5714285714285714,0.6785714285714286,0.6428571428571429,0.5714285714285714,0.5714285714285714,0.6071428571428571,0.6071428571428571,0.6428571428571429,0.5714285714285714,0.6107
9,0.39285714285714285,0.4642857142857143,0.5,0.5357142857142857,0.5714285714285714,0.42857142857142855,0.42857142857142855,0.4642857142857143,0.39285714285714285,0.4642857142857143,0.4643
10,0.5,0.5357142857142857,0.4642857142857143,0.6071428571428571,0.5357142857142857,0.5714285714285714,0.5714285714285714,0.5,0.5357142857142857,0.4642857142857143,0.5286
11,0.4642857142857143,0.4642857142857143,0.42857142857142855,0.42857142857142855,0.39285714285714285,0.39285714285714285,0.5,0.42857142857142855,0.4642857142857143,0.5714285714285714,0.4536
12,0.6071428571428571,0.39285714285714285,0.5,0.6071428571428571,0.5357142857142857,0.5357142857142857,0.5714285714285714,0.5357142857142857,0.5357142857142857,0.5,0.5321
13,0.5357142857142857,0.42857142857142855,0.5714285714285714,0.4642857142857143,0.5714285714285714,0.5357142857142857,0.5,0.5714285714285714,0.4642857142857143,0.35714285714285715,0.5
14,0.6071428571428571,0.5,0.6071428571428571,0.5714285714285714,0.42857142857142855,0.5357142857142857,0.5357142857142857,0.5357142857142857,0.5357142857142857,0.5714285714285714,0.5429
15,0.42857142857142855,0.4642857142857143,0.5357142857142857,0.5,0.4642857142857143,0.5,0.4642857142857143,0.5357142857142857,0.5357142857142857,0.5357142857142857,0.4964
16,0.4642857142857143,0.5714285714285714,0.5357142857142857,0.4642857142857143,0.42857142857142855,0.42857142857142855,0.6428571428571429,0.39285714285714285,0.5,0.42857142857142855,0.4857
17,0.5357142857142857,0.5714285714285714,0.5714285714285714,0.5357142857142857,0.6428571428571429,0.4642857142857143,0.5714285714285714,0.6071428571428571,0.6428571428571429,0.6785714285714286,0.5821
18,0.39285714285714285,0.4642857142857143,0.42857142857142855,0.5357142857142857,0.4642857142857143,0.42857142857142855,0.4642857142857143,0.5714285714285714,0.39285714285714285,0.5,0.4643
19,0.5714285714285714,0.5,0.5357142857142857,0.5,0.5,0.6785714285714286,0.39285714285714285,0.4642857142857143,0.4642857142857143,0.5,0.5107
Average accuracy,0.5178571428571428,0.5053571428571428,0.5267857142857143,0.5125000000000001,0.5071428571428571,0.5160714285714285,0.5089285714285714,0.5125,0.5178571428571428,0.5267857142857142,0.5151749999999999
