,Cross-1,Cross-2,Cross-3,Cross-4,Cross-5,Cross-6,Cross-7,Cross-8,Cross-9,Cross-10,Average accuracy
0,0.8214285714285714,0.9285714285714286,0.8928571428571429,0.8571428571428571,0.8214285714285714,0.7857142857142857,0.8571428571428571,0.9285714285714286,0.8928571428571429,0.8214285714285714,0.8607
1,0.6785714285714286,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.6428571428571429,0.75,0.7857142857142857,0.6785714285714286,0.8571428571428571,0.7142857142857143,0.725
2,0.8214285714285714,0.7142857142857143,0.6785714285714286,0.8571428571428571,0.75,0.7857142857142857,0.75,0.8928571428571429,0.7857142857142857,0.8571428571428571,0.7893
3,0.7857142857142857,0.7857142857142857,0.8928571428571429,0.7857142857142857,0.8571428571428571,0.7857142857142857,0.8571428571428571,0.8214285714285714,0.6428571428571429,0.9285714285714286,0.8143
4,0.8214285714285714,0.6428571428571429,0.7857142857142857,0.9285714285714286,0.7857142857142857,0.8928571428571429,0.7857142857142857,0.7857142857142857,0.8928571428571429,0.8214285714285714,0.8143
5,0.6785714285714286,0.9285714285714286,0.7142857142857143,0.8571428571428571,0.6785714285714286,0.75,0.75,0.75,0.7142857142857143,0.6785714285714286,0.75
6,0.8928571428571429,0.7857142857142857,0.8571428571428571,0.9285714285714286,0.8571428571428571,0.8571428571428571,0.8928571428571429,0.8928571428571429,0.7857142857142857,0.8571428571428571,0.8607
7,0.9285714285714286,0.8571428571428571,0.8928571428571429,0.8928571428571429,0.9285714285714286,0.8571428571428571,0.7857142857142857,0.8928571428571429,0.8214285714285714,1.0,0.8857
8,0.6428571428571429,0.6428571428571429,0.7142857142857143,0.7857142857142857,0.6428571428571429,0.6785714285714286,0.6428571428571429,0.6428571428571429,0.75,0.8214285714285714,0.6964
9,0.8571428571428571,0.8571428571428571,0.7857142857142857,0.75,0.7857142857142857,0.8928571428571429,0.7857142857142857,0.8214285714285714,0.7857142857142857,0.6428571428571429,0.7964
10,0.8214285714285714,0.8214285714285714,0.8571428571428571,0.7857142857142857,0.9642857142857143,0.75,0.7142857142857143,0.7857142857142857,0.7857142857142857,0.8214285714285714,0.8107
11,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.7142857142857143,0.7857142857142857,0.7857142857142857,0.75,0.8214285714285714,0.75,0.8214285714285714,0.7786
12,0.7142857142857143,0.6428571428571429,0.8214285714285714,0.8571428571428571,0.7142857142857143,0.7857142857142857,0.75,0.7142857142857143,0.75,0.6785714285714286,0.7429
13,0.8928571428571429,0.9285714285714286,0.8571428571428571,0.9285714285714286,0.8571428571428571,0.9285714285714286,0.9285714285714286,0.8571428571428571,0.9285714285714286,0.8214285714285714,0.8929
14,0.7142857142857143,0.6428571428571429,0.75,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.75,0.5714285714285714,0.7857142857142857,0.7857142857142857,0.7357
15,0.8214285714285714,0.6785714285714286,0.8928571428571429,0.6785714285714286,0.75,0.6428571428571429,0.6785714285714286,0.6785714285714286,0.75,0.8571428571428571,0.7429
16,0.7142857142857143,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.75,0.7857142857142857,0.7857142857142857,0.8571428571428571,0.8214285714285714,0.7857
17,0.9642857142857143,0.9285714285714286,0.9285714285714286,1.0,1.0,0.9285714285714286,1.0,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9536
18,0.6071428571428571,0.8928571428571429,0.75,0.7857142857142857,0.75,0.75,0.7857142857142857,0.8214285714285714,0.7142857142857143,0.8214285714285714,0.7679
19,0.9285714285714286,0.7857142857142857,0.8214285714285714,0.7857142857142857,0.7857142857142857,0.8571428571428571,0.6785714285714286,0.7142857142857143,0.75,0.8571428571428571,0.7964
Average accuracy,0.7946428571428571,0.7875000000000001,0.8089285714285716,0.8232142857142858,0.7964285714285715,0.8,0.7857142857142858,0.7892857142857143,0.7964285714285715,0.8178571428571428,0.800005
